id,tp_mm_day
2019_02_12.25_-70.00,0.285424
2019_02_12.25_-69.75,0.400305
2019_02_12.25_-69.50,0.309088
2019_02_12.25_-69.25,0.411518
2019_02_12.25_-69.00,0.434978
2019_02_12.25_-68.75,0.419563
2019_02_12.25_-68.50,0.360608
2019_02_12.25_-68.25,0.315344
2019_02_12.25_-68.00,0.342585
2019_02_12.25_-67.75,0.330287
2019_02_12.25_-67.50,0.356054
2019_02_12.25_-67.25,0.334539
2019_02_12.25_-67.00,0.336899
2019_02_12.25_-66.75,0.326038
2019_02_12.25_-66.50,0.316152
2019_02_12.25_-66.25,0.308587
2019_02_12.25_-66.00,0.326320
2019_02_12.25_-65.75,0.364004
2019_02_12.25_-65.50,0.355503
2019_02_12.25_-65.25,0.372044
2019_02_12.25_-65.00,0.403683
2019_02_12.25_-64.75,0.462781
2019_02_12.25_-64.50,0.520429
2019_02_12.25_-64.25,0.578695
2019_02_12.25_-64.00,0.654320
2019_02_12.25_-63.75,0.721256
2019_02_12.25_-63.50,0.777342
2019_02_12.25_-63.25,0.827418
2019_02_12.25_-63.00,0.858252
2019_02_12.25_-62.75,0.833610
2019_02_12.25_-62.50,0.854791
2019_02_12.25_-62.25,0.840103
2019_02_12.25_-62.00,0.825073
2019_02_12.25_-61.75,0.889346
2019_02_12.25_-61.50,0.975555
2019_02_12.25_-61.25,0.967605
2019_02_12.25_-61.00,0.922197
2019_02_12.25_-60.75,0.902484
2019_02_12.25_-60.50,0.912579
2019_02_12.25_-60.25,0.934115
2019_02_12.25_-60.00,0.958385
2019_02_12.25_-59.75,0.965909
2019_02_12.25_-59.50,0.978425
2019_02_12.25_-59.25,0.983536
2019_02_12.25_-59.00,0.963022
2019_02_12.25_-58.75,0.958105
2019_02_12.25_-58.50,0.948170
2019_02_12.25_-58.25,0.920223
2019_02_12.25_-58.00,0.923737
2019_02_12.25_-57.75,0.913211
2019_02_12.25_-57.50,0.890591
2019_02_12.25_-57.25,0.873761
2019_02_12.25_-57.00,0.866152
2019_02_12.25_-56.75,0.848207
2019_02_12.25_-56.50,0.830247
2019_02_12.25_-56.25,0.860194
2019_02_12.25_-56.00,0.798945
2019_02_12.25_-55.75,0.799742
2019_02_12.25_-55.50,0.778103
2019_02_12.25_-55.25,0.755895
2019_02_12.25_-55.00,0.728780
2019_02_12.25_-54.75,0.716300
2019_02_12.25_-54.50,0.730984
2019_02_12.25_-54.25,0.723995
2019_02_12.25_-54.00,0.716586
2019_02_12.25_-53.75,0.716179
2019_02_12.25_-53.50,0.703962
2019_02_12.25_-53.25,0.687114
2019_02_12.25_-53.00,0.694663
2019_02_12.25_-52.75,0.693339
2019_02_12.25_-52.50,0.671600
2019_02_12.25_-52.25,0.654596
2019_02_12.25_-52.00,0.661155
2019_02_12.25_-51.75,0.670068
2019_02_12.25_-51.50,0.690855
2019_02_12.25_-51.25,0.701092
2019_02_12.25_-51.00,0.702540
2019_02_12.25_-50.75,0.704927
2019_02_12.25_-50.50,0.698859
2019_02_12.25_-50.25,0.690058
2019_02_12.25_-50.00,0.678756
2019_02_12.25_-49.75,0.664227
2019_02_12.25_-49.50,0.667804
2019_02_12.25_-49.25,0.665442
2019_02_12.25_-49.00,0.654882
2019_02_12.25_-48.75,0.655460
2019_02_12.25_-48.50,0.655376
2019_02_12.25_-48.25,0.662561
2019_02_12.25_-48.00,0.658144
2019_02_12.25_-47.75,0.630483
2019_02_12.25_-47.50,0.632694
2019_02_12.25_-47.25,0.600222
2019_02_12.25_-47.00,0.587425
2019_02_12.25_-46.75,0.578992
2019_02_12.25_-46.50,0.581825
2019_02_12.25_-46.25,0.570572
2019_02_12.25_-46.00,0.568527
2019_02_12.25_-45.75,0.576302
2019_02_12.25_-45.50,0.572349
2019_02_12.25_-45.25,0.577076
2019_02_12.25_-45.00,0.550397
2019_02_12.25_-44.75,0.579489
2019_02_12.25_-44.50,0.529731
2019_02_12.25_-44.25,0.510889
2019_02_12.25_-44.00,0.516461
2019_02_12.25_-43.75,0.514904
2019_02_12.25_-43.50,0.501195
2019_02_12.25_-43.25,0.496029
2019_02_12.25_-43.00,0.506239
2019_02_12.25_-42.75,0.495831
2019_02_12.25_-42.50,0.477256
2019_02_12.25_-42.25,0.461904
2019_02_12.25_-42.00,0.455165
2019_02_12.25_-41.75,0.452808
2019_02_12.25_-41.50,0.443821
2019_02_12.25_-41.25,0.434137
2019_02_12.25_-41.00,0.431118
2019_02_12.25_-40.75,0.420951
2019_02_12.25_-40.50,0.457320
2019_02_12.25_-40.25,0.455931
2019_02_12.25_-40.00,0.454326
2019_02_12.25_-39.75,0.459547
2019_02_12.25_-39.50,0.452019
2019_02_12.25_-39.25,0.442828
2019_02_12.25_-39.00,0.430842
2019_02_12.25_-38.75,0.411232
2019_02_12.25_-38.50,0.386503
2019_02_12.25_-38.25,0.370293
2019_02_12.25_-38.00,0.375356
2019_02_12.25_-37.75,0.344840
2019_02_12.25_-37.50,0.336626
2019_02_12.25_-37.25,0.313521
2019_02_12.25_-37.00,0.287580
2019_02_12.25_-36.75,0.276766
2019_02_12.25_-36.50,0.275580
2019_02_12.25_-36.25,0.278054
2019_02_12.25_-36.00,0.306097
2019_02_12.25_-35.75,0.274011
2019_02_12.25_-35.50,0.291238
2019_02_12.25_-35.25,0.279823
2019_02_12.25_-35.00,0.285933
2019_02_12.25_-34.75,0.289784
2019_02_12.25_-34.50,0.276588
2019_02_12.25_-34.25,0.267774
2019_02_12.25_-34.00,0.268674
2019_02_12.25_-33.75,0.260042
2019_02_12.25_-33.50,0.299622
2019_02_12.25_-33.25,0.329192
2019_02_12.25_-33.00,0.352658
2019_02_12.25_-32.75,0.358229
2019_02_12.25_-32.50,0.355637
2019_02_12.25_-32.25,0.352263
2019_02_12.25_-32.00,0.347616
2019_02_12.25_-31.75,0.337463
2019_02_12.25_-31.50,0.314492
2019_02_12.25_-31.25,0.315103
2019_02_12.25_-31.00,0.303966
2019_02_12.25_-30.75,0.276515
2019_02_12.25_-30.50,0.266841
2019_02_12.25_-30.25,0.273014
2019_02_12.25_-30.00,0.280907
2019_02_12.25_-29.75,0.276850
2019_02_12.25_-29.50,0.250240
2019_02_12.25_-29.25,0.247452
2019_02_12.25_-29.00,0.237175
2019_02_12.25_-28.75,0.222897
2019_02_12.25_-28.50,0.194492
2019_02_12.25_-28.25,0.181321
2019_02_12.25_-28.00,0.189796
2019_02_12.25_-27.75,0.206417
2019_02_12.25_-27.50,0.216970
2019_02_12.25_-27.25,0.213324
2019_02_12.25_-27.00,0.214922
2019_02_12.25_-26.75,0.227907
2019_02_12.25_-26.50,0.215121
2019_02_12.25_-26.25,0.196270
2019_02_12.25_-26.00,0.178754
2019_02_12.25_-25.75,0.172621
2019_02_12.25_-25.50,0.174495
2019_02_12.25_-25.25,0.178439
2019_02_12.25_-25.00,0.181221
2019_02_12.50_-90.00,0.551130
2019_02_12.50_-89.75,0.532344
2019_02_12.50_-89.50,0.506835
2019_02_12.50_-89.25,0.510952
2019_02_12.50_-89.00,0.539902
2019_02_12.50_-88.75,0.585151
2019_02_12.50_-88.50,0.640818
2019_02_12.50_-88.25,0.693232
2019_02_12.50_-88.00,0.737787
2019_02_12.50_-87.75,0.757347
2019_02_12.50_-87.50,0.684445
2019_02_12.50_-87.25,0.693168
2019_02_12.50_-87.00,0.688288
2019_02_12.50_-86.75,0.544736
2019_02_12.50_-86.50,0.406054
2019_02_12.50_-86.25,0.340696
2019_02_12.50_-86.00,0.318529
2019_02_12.50_-85.75,0.504420
2019_02_12.50_-85.50,1.066210
2019_02_12.50_-85.25,1.604123
2019_02_12.50_-85.00,1.772253
2019_02_12.50_-84.75,1.644377
2019_02_12.50_-84.50,1.612551
2019_02_12.50_-84.25,1.755247
2019_02_12.50_-84.00,2.020314
2019_02_12.50_-83.75,2.327069
2019_02_12.50_-83.50,2.399323
2019_02_12.50_-83.25,1.895845
2019_02_12.50_-83.00,1.517911
2019_02_12.50_-82.75,1.335858
2019_02_12.50_-82.50,1.207819
2019_02_12.50_-82.25,1.128254
2019_02_12.50_-82.00,1.116502
2019_02_12.50_-81.75,1.073241
2019_02_12.50_-81.50,0.938621
2019_02_12.50_-81.25,0.923131
2019_02_12.50_-81.00,0.900249
2019_02_12.50_-80.75,0.812424
2019_02_12.50_-80.50,0.826764
2019_02_12.50_-80.25,0.883271
2019_02_12.50_-80.00,0.895166
2019_02_12.50_-79.75,0.862677
2019_02_12.50_-79.50,0.807036
2019_02_12.50_-79.25,0.736748
2019_02_12.50_-79.00,0.690799
2019_02_12.50_-78.75,0.610204
2019_02_12.50_-78.50,0.605149
2019_02_12.50_-78.25,0.521771
2019_02_12.50_-78.00,0.459172
2019_02_12.50_-77.75,0.429638
2019_02_12.50_-77.50,0.408563
2019_02_12.50_-77.25,0.374923
2019_02_12.50_-77.00,0.325950
2019_02_12.50_-76.75,0.282719
2019_02_12.50_-76.50,0.281267
2019_02_12.50_-76.25,0.219848
2019_02_12.50_-76.00,0.257647
2019_02_12.50_-75.75,0.230166
2019_02_12.50_-75.50,0.194934
2019_02_12.50_-75.25,0.193250
2019_02_12.50_-75.00,0.204531
2019_02_12.50_-74.75,0.222399
2019_02_12.50_-74.50,0.322905
2019_02_12.50_-74.25,0.440832
2019_02_12.50_-74.00,0.343599
2019_02_12.50_-73.75,0.272870
2019_02_12.50_-73.50,0.304826
2019_02_12.50_-73.25,0.340667
2019_02_12.50_-73.00,0.322370
2019_02_12.50_-72.75,0.264728
2019_02_12.50_-72.50,0.198255
2019_02_12.50_-72.25,0.124464
2019_02_12.50_-72.00,0.065242
2019_02_12.50_-71.75,0.069891
2019_02_12.50_-71.50,0.213098
2019_02_12.50_-71.25,0.222729
2019_02_12.50_-71.00,0.123014
2019_02_12.50_-70.75,0.057280
2019_02_12.50_-70.50,0.085252
2019_02_12.50_-70.25,0.159386
2019_02_12.50_-70.00,0.305951
2019_02_12.50_-69.75,0.360144
2019_02_12.50_-69.50,0.431166
2019_02_12.50_-69.25,0.468476
2019_02_12.50_-69.00,0.471483
2019_02_12.50_-68.75,0.455739
2019_02_12.50_-68.50,0.424116
2019_02_12.50_-68.25,0.398681
2019_02_12.50_-68.00,0.384181
2019_02_12.50_-67.75,0.323832
2019_02_12.50_-67.50,0.338458
2019_02_12.50_-67.25,0.350181
2019_02_12.50_-67.00,0.368512
2019_02_12.50_-66.75,0.374591
2019_02_12.50_-66.50,0.390796
2019_02_12.50_-66.25,0.402823
2019_02_12.50_-66.00,0.406506
2019_02_12.50_-65.75,0.418925
2019_02_12.50_-65.50,0.454591
2019_02_12.50_-65.25,0.523657
2019_02_12.50_-65.00,0.522339
2019_02_12.50_-64.75,0.574368
2019_02_12.50_-64.50,0.614050
2019_02_12.50_-64.25,0.668579
2019_02_12.50_-64.00,0.719399
2019_02_12.50_-63.75,0.748362
2019_02_12.50_-63.50,0.775077
2019_02_12.50_-63.25,0.805423
2019_02_12.50_-63.00,0.830401
2019_02_12.50_-62.75,0.842493
2019_02_12.50_-62.50,0.866745
2019_02_12.50_-62.25,0.885647
2019_02_12.50_-62.00,0.877438
2019_02_12.50_-61.75,0.915932
2019_02_12.50_-61.50,0.975793
2019_02_12.50_-61.25,0.963881
2019_02_12.50_-61.00,0.933094
2019_02_12.50_-60.75,0.948791
2019_02_12.50_-60.50,0.941010
2019_02_12.50_-60.25,0.968243
2019_02_12.50_-60.00,0.966682
2019_02_12.50_-59.75,0.982545
2019_02_12.50_-59.50,1.007073
2019_02_12.50_-59.25,1.003899
2019_02_12.50_-59.00,0.982130
2019_02_12.50_-58.75,0.994984
2019_02_12.50_-58.50,0.951014
2019_02_12.50_-58.25,0.980914
2019_02_12.50_-58.00,0.952194
2019_02_12.50_-57.75,0.945121
2019_02_12.50_-57.50,0.936437
2019_02_12.50_-57.25,0.911637
2019_02_12.50_-57.00,0.893847
2019_02_12.50_-56.75,0.907515
2019_02_12.50_-56.50,0.925355
2019_02_12.50_-56.25,0.878382
2019_02_12.50_-56.00,0.828857
2019_02_12.50_-55.75,0.814448
2019_02_12.50_-55.50,0.796894
2019_02_12.50_-55.25,0.784840
2019_02_12.50_-55.00,0.777143
2019_02_12.50_-54.75,0.773535
2019_02_12.50_-54.50,0.767056
2019_02_12.50_-54.25,0.741916
2019_02_12.50_-54.00,0.758180
2019_02_12.50_-53.75,0.734021
2019_02_12.50_-53.50,0.741579
2019_02_12.50_-53.25,0.747140
2019_02_12.50_-53.00,0.742895
2019_02_12.50_-52.75,0.726881
2019_02_12.50_-52.50,0.720317
2019_02_12.50_-52.25,0.730932
2019_02_12.50_-52.00,0.710767
2019_02_12.50_-51.75,0.713457
2019_02_12.50_-51.50,0.713542
2019_02_12.50_-51.25,0.716093
2019_02_12.50_-51.00,0.715298
2019_02_12.50_-50.75,0.725983
2019_02_12.50_-50.50,0.735328
2019_02_12.50_-50.25,0.743214
2019_02_12.50_-50.00,0.748418
2019_02_12.50_-49.75,0.714019
2019_02_12.50_-49.50,0.680902
2019_02_12.50_-49.25,0.688830
2019_02_12.50_-49.00,0.688399
2019_02_12.50_-48.75,0.678487
2019_02_12.50_-48.50,0.681751
2019_02_12.50_-48.25,0.688547
2019_02_12.50_-48.00,0.677481
2019_02_12.50_-47.75,0.652781
2019_02_12.50_-47.50,0.648366
2019_02_12.50_-47.25,0.655992
2019_02_12.50_-47.00,0.659667
2019_02_12.50_-46.75,0.622490
2019_02_12.50_-46.50,0.620820
2019_02_12.50_-46.25,0.622724
2019_02_12.50_-46.00,0.618562
2019_02_12.50_-45.75,0.612906
2019_02_12.50_-45.50,0.607040
2019_02_12.50_-45.25,0.602866
2019_02_12.50_-45.00,0.583105
2019_02_12.50_-44.75,0.581024
2019_02_12.50_-44.50,0.532634
2019_02_12.50_-44.25,0.548124
2019_02_12.50_-44.00,0.532742
2019_02_12.50_-43.75,0.516819
2019_02_12.50_-43.50,0.517229
2019_02_12.50_-43.25,0.497429
2019_02_12.50_-43.00,0.491982
2019_02_12.50_-42.75,0.488254
2019_02_12.50_-42.50,0.503722
2019_02_12.50_-42.25,0.491318
2019_02_12.50_-42.00,0.491198
2019_02_12.50_-41.75,0.487428
2019_02_12.50_-41.50,0.483708
2019_02_12.50_-41.25,0.476970
2019_02_12.50_-41.00,0.461281
2019_02_12.50_-40.75,0.467022
2019_02_12.50_-40.50,0.489033
2019_02_12.50_-40.25,0.478698
2019_02_12.50_-40.00,0.498912
2019_02_12.50_-39.75,0.478037
2019_02_12.50_-39.50,0.470731
2019_02_12.50_-39.25,0.470153
2019_02_12.50_-39.00,0.450750
2019_02_12.50_-38.75,0.418508
2019_02_12.50_-38.50,0.391807
2019_02_12.50_-38.25,0.372696
2019_02_12.50_-38.00,0.361456
2019_02_12.50_-37.75,0.342212
2019_02_12.50_-37.50,0.336583
2019_02_12.50_-37.25,0.309341
2019_02_12.50_-37.00,0.278980
2019_02_12.50_-36.75,0.266852
2019_02_12.50_-36.50,0.270576
2019_02_12.50_-36.25,0.292335
2019_02_12.50_-36.00,0.289650
2019_02_12.50_-35.75,0.295588
2019_02_12.50_-35.50,0.300151
2019_02_12.50_-35.25,0.292751
2019_02_12.50_-35.00,0.295797
2019_02_12.50_-34.75,0.285940
2019_02_12.50_-34.50,0.270137
2019_02_12.50_-34.25,0.276651
2019_02_12.50_-34.00,0.269655
2019_02_12.50_-33.75,0.287261
2019_02_12.50_-33.50,0.294272
2019_02_12.50_-33.25,0.312774
2019_02_12.50_-33.00,0.330914
2019_02_12.50_-32.75,0.337000
2019_02_12.50_-32.50,0.331180
2019_02_12.50_-32.25,0.322072
2019_02_12.50_-32.00,0.313664
2019_02_12.50_-31.75,0.296277
2019_02_12.50_-31.50,0.296207
2019_02_12.50_-31.25,0.294261
2019_02_12.50_-31.00,0.297494
2019_02_12.50_-30.75,0.296178
2019_02_12.50_-30.50,0.288369
2019_02_12.50_-30.25,0.282705
2019_02_12.50_-30.00,0.283356
2019_02_12.50_-29.75,0.279013
2019_02_12.50_-29.50,0.254981
2019_02_12.50_-29.25,0.251206
2019_02_12.50_-29.00,0.242487
2019_02_12.50_-28.75,0.230784
2019_02_12.50_-28.50,0.202969
2019_02_12.50_-28.25,0.186692
2019_02_12.50_-28.00,0.187319
2019_02_12.50_-27.75,0.200153
2019_02_12.50_-27.50,0.217980
2019_02_12.50_-27.25,0.223194
2019_02_12.50_-27.00,0.225625
2019_02_12.50_-26.75,0.230950
2019_02_12.50_-26.50,0.225367
2019_02_12.50_-26.25,0.208725
2019_02_12.50_-26.00,0.188960
2019_02_12.50_-25.75,0.177360
2019_02_12.50_-25.50,0.172256
2019_02_12.50_-25.25,0.165724
2019_02_12.50_-25.00,0.157518
2019_02_12.75_-90.00,0.477423
2019_02_12.75_-89.75,0.536278
2019_02_12.75_-89.50,0.533632
2019_02_12.75_-89.25,0.615419
2019_02_12.75_-89.00,0.645431
2019_02_12.75_-88.75,0.613258
2019_02_12.75_-88.50,0.611175
2019_02_12.75_-88.25,0.642388
2019_02_12.75_-88.00,0.644418
2019_02_12.75_-87.75,0.711429
2019_02_12.75_-87.50,0.780768
2019_02_12.75_-87.25,0.723205
2019_02_12.75_-87.00,0.570996
2019_02_12.75_-86.75,0.479130
2019_02_12.75_-86.50,0.456621
2019_02_12.75_-86.25,0.407503
2019_02_12.75_-86.00,0.358259
2019_02_12.75_-85.75,0.541531
2019_02_12.75_-85.50,0.938700
2019_02_12.75_-85.25,1.334968
2019_02_12.75_-85.00,1.711561
2019_02_12.75_-84.75,1.548366
2019_02_12.75_-84.50,1.484698
2019_02_12.75_-84.25,1.560387
2019_02_12.75_-84.00,1.782531
2019_02_12.75_-83.75,2.235008
2019_02_12.75_-83.50,2.508262
2019_02_12.75_-83.25,1.867466
2019_02_12.75_-83.00,1.626160
2019_02_12.75_-82.75,1.449618
2019_02_12.75_-82.50,1.367912
2019_02_12.75_-82.25,1.280981
2019_02_12.75_-82.00,1.164189
2019_02_12.75_-81.75,1.077173
2019_02_12.75_-81.50,1.076518
2019_02_12.75_-81.25,1.086620
2019_02_12.75_-81.00,0.970692
2019_02_12.75_-80.75,0.953865
2019_02_12.75_-80.50,0.948148
2019_02_12.75_-80.25,0.919005
2019_02_12.75_-80.00,0.867731
2019_02_12.75_-79.75,0.856348
2019_02_12.75_-79.50,0.852813
2019_02_12.75_-79.25,0.760677
2019_02_12.75_-79.00,0.708553
2019_02_12.75_-78.75,0.677264
2019_02_12.75_-78.50,0.575763
2019_02_12.75_-78.25,0.564508
2019_02_12.75_-78.00,0.518161
2019_02_12.75_-77.75,0.480343
2019_02_12.75_-77.50,0.436941
2019_02_12.75_-77.25,0.404041
2019_02_12.75_-77.00,0.407630
2019_02_12.75_-76.75,0.351081
2019_02_12.75_-76.50,0.382097
2019_02_12.75_-76.25,0.331539
2019_02_12.75_-76.00,0.296389
2019_02_12.75_-75.75,0.314230
2019_02_12.75_-75.50,0.290570
2019_02_12.75_-75.25,0.276928
2019_02_12.75_-75.00,0.289867
2019_02_12.75_-74.75,0.279053
2019_02_12.75_-74.50,0.255765
2019_02_12.75_-74.25,0.245879
2019_02_12.75_-74.00,0.321978
2019_02_12.75_-73.75,0.348851
2019_02_12.75_-73.50,0.359101
2019_02_12.75_-73.25,0.336534
2019_02_12.75_-73.00,0.271188
2019_02_12.75_-72.75,0.214818
2019_02_12.75_-72.50,0.179649
2019_02_12.75_-72.25,0.146586
2019_02_12.75_-72.00,0.153784
2019_02_12.75_-71.75,0.177963
2019_02_12.75_-71.50,0.241651
2019_02_12.75_-71.25,0.223155
2019_02_12.75_-71.00,0.208784
2019_02_12.75_-70.75,0.255022
2019_02_12.75_-70.50,0.288710
2019_02_12.75_-70.25,0.316885
2019_02_12.75_-70.00,0.403291
2019_02_12.75_-69.75,0.394928
2019_02_12.75_-69.50,0.428769
2019_02_12.75_-69.25,0.409852
2019_02_12.75_-69.00,0.425278
2019_02_12.75_-68.75,0.407066
2019_02_12.75_-68.50,0.379556
2019_02_12.75_-68.25,0.370839
2019_02_12.75_-68.00,0.388649
2019_02_12.75_-67.75,0.416228
2019_02_12.75_-67.50,0.467252
2019_02_12.75_-67.25,0.426747
2019_02_12.75_-67.00,0.453638
2019_02_12.75_-66.75,0.445619
2019_02_12.75_-66.50,0.441179
2019_02_12.75_-66.25,0.439357
2019_02_12.75_-66.00,0.453007
2019_02_12.75_-65.75,0.496060
2019_02_12.75_-65.50,0.533772
2019_02_12.75_-65.25,0.547136
2019_02_12.75_-65.00,0.589551
2019_02_12.75_-64.75,0.647138
2019_02_12.75_-64.50,0.665209
2019_02_12.75_-64.25,0.706129
2019_02_12.75_-64.00,0.749701
2019_02_12.75_-63.75,0.780214
2019_02_12.75_-63.50,0.802073
2019_02_12.75_-63.25,0.812247
2019_02_12.75_-63.00,0.820590
2019_02_12.75_-62.75,0.841410
2019_02_12.75_-62.50,0.837942
2019_02_12.75_-62.25,0.852228
2019_02_12.75_-62.00,0.866852
2019_02_12.75_-61.75,0.880084
2019_02_12.75_-61.50,0.901672
2019_02_12.75_-61.25,0.931504
2019_02_12.75_-61.00,0.965777
2019_02_12.75_-60.75,0.963687
2019_02_12.75_-60.50,0.941664
2019_02_12.75_-60.25,0.956581
2019_02_12.75_-60.00,0.959511
2019_02_12.75_-59.75,0.980665
2019_02_12.75_-59.50,1.000587
2019_02_12.75_-59.25,0.997445
2019_02_12.75_-59.00,0.986267
2019_02_12.75_-58.75,0.960605
2019_02_12.75_-58.50,0.948097
2019_02_12.75_-58.25,0.974860
2019_02_12.75_-58.00,0.958077
2019_02_12.75_-57.75,0.974482
2019_02_12.75_-57.50,0.966237
2019_02_12.75_-57.25,0.961518
2019_02_12.75_-57.00,0.962591
2019_02_12.75_-56.75,0.952064
2019_02_12.75_-56.50,0.955250
2019_02_12.75_-56.25,0.926098
2019_02_12.75_-56.00,0.905634
2019_02_12.75_-55.75,0.859709
2019_02_12.75_-55.50,0.825943
2019_02_12.75_-55.25,0.815674
2019_02_12.75_-55.00,0.803228
2019_02_12.75_-54.75,0.790549
2019_02_12.75_-54.50,0.793890
2019_02_12.75_-54.25,0.800560
2019_02_12.75_-54.00,0.792196
2019_02_12.75_-53.75,0.778103
2019_02_12.75_-53.50,0.797784
2019_02_12.75_-53.25,0.785777
2019_02_12.75_-53.00,0.786251
2019_02_12.75_-52.75,0.785990
2019_02_12.75_-52.50,0.772487
2019_02_12.75_-52.25,0.746241
2019_02_12.75_-52.00,0.722229
2019_02_12.75_-51.75,0.734699
2019_02_12.75_-51.50,0.717978
2019_02_12.75_-51.25,0.737575
2019_02_12.75_-51.00,0.747569
2019_02_12.75_-50.75,0.751990
2019_02_12.75_-50.50,0.754685
2019_02_12.75_-50.25,0.757761
2019_02_12.75_-50.00,0.747447
2019_02_12.75_-49.75,0.723694
2019_02_12.75_-49.50,0.736246
2019_02_12.75_-49.25,0.721076
2019_02_12.75_-49.00,0.726240
2019_02_12.75_-48.75,0.724997
2019_02_12.75_-48.50,0.722782
2019_02_12.75_-48.25,0.712032
2019_02_12.75_-48.00,0.700880
2019_02_12.75_-47.75,0.710545
2019_02_12.75_-47.50,0.714111
2019_02_12.75_-47.25,0.698344
2019_02_12.75_-47.00,0.676272
2019_02_12.75_-46.75,0.664496
2019_02_12.75_-46.50,0.653860
2019_02_12.75_-46.25,0.645530
2019_02_12.75_-46.00,0.648535
2019_02_12.75_-45.75,0.652920
2019_02_12.75_-45.50,0.643272
2019_02_12.75_-45.25,0.646582
2019_02_12.75_-45.00,0.613311
2019_02_12.75_-44.75,0.603143
2019_02_12.75_-44.50,0.579904
2019_02_12.75_-44.25,0.575809
2019_02_12.75_-44.00,0.560815
2019_02_12.75_-43.75,0.563667
2019_02_12.75_-43.50,0.561877
2019_02_12.75_-43.25,0.511531
2019_02_12.75_-43.00,0.525441
2019_02_12.75_-42.75,0.494073
2019_02_12.75_-42.50,0.489165
2019_02_12.75_-42.25,0.484963
2019_02_12.75_-42.00,0.501092
2019_02_12.75_-41.75,0.498574
2019_02_12.75_-41.50,0.500207
2019_02_12.75_-41.25,0.499573
2019_02_12.75_-41.00,0.479666
2019_02_12.75_-40.75,0.487496
2019_02_12.75_-40.50,0.465222
2019_02_12.75_-40.25,0.465297
2019_02_12.75_-40.00,0.472178
2019_02_12.75_-39.75,0.466386
2019_02_12.75_-39.50,0.465975
2019_02_12.75_-39.25,0.450677
2019_02_12.75_-39.00,0.425205
2019_02_12.75_-38.75,0.421601
2019_02_12.75_-38.50,0.389512
2019_02_12.75_-38.25,0.361873
2019_02_12.75_-38.00,0.343046
2019_02_12.75_-37.75,0.337546
2019_02_12.75_-37.50,0.318349
2019_02_12.75_-37.25,0.298559
2019_02_12.75_-37.00,0.288775
2019_02_12.75_-36.75,0.285913
2019_02_12.75_-36.50,0.296944
2019_02_12.75_-36.25,0.311118
2019_02_12.75_-36.00,0.296396
2019_02_12.75_-35.75,0.315971
2019_02_12.75_-35.50,0.299728
2019_02_12.75_-35.25,0.296172
2019_02_12.75_-35.00,0.290684
2019_02_12.75_-34.75,0.277736
2019_02_12.75_-34.50,0.271377
2019_02_12.75_-34.25,0.280373
2019_02_12.75_-34.00,0.280133
2019_02_12.75_-33.75,0.303938
2019_02_12.75_-33.50,0.280059
2019_02_12.75_-33.25,0.297283
2019_02_12.75_-33.00,0.290028
2019_02_12.75_-32.75,0.295376
2019_02_12.75_-32.50,0.295292
2019_02_12.75_-32.25,0.286972
2019_02_12.75_-32.00,0.286543
2019_02_12.75_-31.75,0.274412
2019_02_12.75_-31.50,0.282555
2019_02_12.75_-31.25,0.276300
2019_02_12.75_-31.00,0.285584
2019_02_12.75_-30.75,0.291747
2019_02_12.75_-30.50,0.295213
2019_02_12.75_-30.25,0.294655
2019_02_12.75_-30.00,0.286992
2019_02_12.75_-29.75,0.273567
2019_02_12.75_-29.50,0.256116
2019_02_12.75_-29.25,0.246307
2019_02_12.75_-29.00,0.245464
2019_02_12.75_-28.75,0.240848
2019_02_12.75_-28.50,0.226390
2019_02_12.75_-28.25,0.205825
2019_02_12.75_-28.00,0.192027
2019_02_12.75_-27.75,0.195018
2019_02_12.75_-27.50,0.198918
2019_02_12.75_-27.25,0.199752
2019_02_12.75_-27.00,0.200035
2019_02_12.75_-26.75,0.210083
2019_02_12.75_-26.50,0.206001
2019_02_12.75_-26.25,0.194194
2019_02_12.75_-26.00,0.178571
2019_02_12.75_-25.75,0.170987
2019_02_12.75_-25.50,0.165227
2019_02_12.75_-25.25,0.150686
2019_02_12.75_-25.00,0.138568
2019_02_13.00_-90.00,0.590606
2019_02_13.00_-89.75,0.595789
2019_02_13.00_-89.50,0.527541
2019_02_13.00_-89.25,0.565635
2019_02_13.00_-89.00,0.607953
2019_02_13.00_-88.75,0.602504
2019_02_13.00_-88.50,0.599639
2019_02_13.00_-88.25,0.610851
2019_02_13.00_-88.00,0.606518
2019_02_13.00_-87.75,0.699596
2019_02_13.00_-87.50,0.655826
2019_02_13.00_-87.25,0.692707
2019_02_13.00_-87.00,0.601364
2019_02_13.00_-86.75,0.553043
2019_02_13.00_-86.50,0.506489
2019_02_13.00_-86.25,0.481165
2019_02_13.00_-86.00,0.534168
2019_02_13.00_-85.75,0.840878
2019_02_13.00_-85.50,1.168218
2019_02_13.00_-85.25,1.305070
2019_02_13.00_-85.00,1.654753
2019_02_13.00_-84.75,1.541567
2019_02_13.00_-84.50,1.455736
2019_02_13.00_-84.25,1.516328
2019_02_13.00_-84.00,1.760538
2019_02_13.00_-83.75,2.244363
2019_02_13.00_-83.50,2.395666
2019_02_13.00_-83.25,1.856303
2019_02_13.00_-83.00,1.703954
2019_02_13.00_-82.75,1.493066
2019_02_13.00_-82.50,1.388425
2019_02_13.00_-82.25,1.304967
2019_02_13.00_-82.00,1.209087
